ngay,nam,thang,gia_ruot_trang_vnd_kg,gia_ruot_do_vnd_kg,xu_huong
2020-01-30,2020,1,5400,10400,thap_vu
2020-01-31,2020,1,5500,10100,thap_vu
2020-02-01,2020,2,5400,9800,thap_vu
2020-02-02,2020,2,5300,9500,thap_vu
2020-02-03,2020,2,5000,9200,thap_vu
2020-02-04,2020,2,5200,9400,thap_vu
2020-02-05,2020,2,5000,9000,thap_vu
2020-02-06,2020,2,4700,9100,thap_vu
2020-02-07,2020,2,4500,9500,thap_vu
2020-02-08,2020,2,4700,9600,thap_vu
2020-02-09,2020,2,5000,9900,thap_vu
2020-02-10,2020,2,4800,10300,thap_vu
2020-02-11,2020,2,4700,10100,thap_vu
2020-02-12,2020,2,4500,9800,thap_vu
2020-02-13,2020,2,4600,10000,thap_vu
2020-02-14,2020,2,4700,10300,thap_vu
2020-02-15,2020,2,5000,10000,thap_vu
2020-02-16,2020,2,5100,9700,thap_vu
2020-02-17,2020,2,5100,9700,thap_vu
2020-02-18,2020,2,5000,9600,thap_vu
2020-02-19,2020,2,5000,9400,thap_vu
2020-02-20,2020,2,5100,9000,thap_vu
2020-02-21,2020,2,5300,9000,thap_vu
2020-02-22,2020,2,5300,9300,thap_vu
2020-02-23,2020,2,5100,9000,thap_vu
2020-02-24,2020,2,5100,9000,thap_vu
2020-02-25,2020,2,5100,8900,thap_vu
2020-02-26,2020,2,5000,8700,thap_vu
2020-02-27,2020,2,4900,8400,thap_vu
2020-02-28,2020,2,5000,8700,thap_vu
2020-02-29,2020,2,4700,8300,thap_vu
2020-03-01,2020,3,4600,8200,thap_vu
2020-03-02,2020,3,4500,8400,thap_vu
2020-03-03,2020,3,4600,8600,thap_vu
2020-03-04,2020,3,4500,8800,thap_vu
2020-03-05,2020,3,4400,8900,thap_vu
2020-03-06,2020,3,4400,9100,thap_vu
2020-03-07,2020,3,4300,9300,thap_vu
2020-03-08,2020,3,4500,9500,thap_vu
2020-03-09,2020,3,4600,9300,thap_vu
2020-03-10,2020,3,4700,9100,thap_vu
2020-03-11,2020,3,4700,9100,thap_vu
2020-03-12,2020,3,4400,9400,thap_vu
2020-03-13,2020,3,4300,9500,thap_vu
2020-03-14,2020,3,4300,9300,thap_vu
2020-03-15,2020,3,4600,9000,thap_vu
2020-03-16,2020,3,4700,9100,thap_vu
2020-03-17,2020,3,4900,8900,thap_vu
2020-03-18,2020,3,4700,8500,thap_vu
2020-03-19,2020,3,5000,8200,thap_vu
2020-03-20,2020,3,4700,8400,thap_vu
2020-03-21,2020,3,4400,8800,thap_vu
2020-03-22,2020,3,4500,8400,thap_vu
2020-03-23,2020,3,4300,8700,thap_vu
2020-03-24,2020,3,4100,8800,thap_vu
2020-03-25,2020,3,4300,9100,thap_vu
2020-03-26,2020,3,4300,9200,thap_vu
2020-03-27,2020,3,4600,9300,thap_vu
2020-03-28,2020,3,4400,8900,thap_vu
2020-03-29,2020,3,4400,9100,thap_vu
2020-03-30,2020,3,4600,9100,thap_vu
2020-03-31,2020,3,4500,9400,thap_vu
2020-04-01,2020,4,4600,9200,cao
2020-04-02,2020,4,4400,8900,cao
2020-04-03,2020,4,4300,9200,cao
2020-04-04,2020,4,4200,9500,cao
2020-04-05,2020,4,4100,9500,cao
2020-04-06,2020,4,4200,9700,cao
2020-04-07,2020,4,4500,9600,cao
2020-04-08,2020,4,4200,9800,cao
2020-04-09,2020,4,4100,9700,cao
2020-04-10,2020,4,4200,9900,cao
2020-04-11,2020,4,4400,9700,cao
2020-04-12,2020,4,4600,9500,cao
2020-04-13,2020,4,4300,9500,cao
2020-04-14,2020,4,4100,9700,cao
2020-04-15,2020,4,3800,9300,cao
2020-04-16,2020,4,3700,8900,cao
2020-04-17,2020,4,3500,8800,cao
2020-04-18,2020,4,3600,8500,cao
2020-04-19,2020,4,3800,8600,cao
2020-04-20,2020,4,3800,8400,cao
2020-04-21,2020,4,3900,8600,cao
2020-04-22,2020,4,3800,8200,cao
2020-04-23,2020,4,3700,8000,cao
2020-04-24,2020,4,3900,8200,cao
2020-04-25,2020,4,3700,8100,cao
2020-04-26,2020,4,3700,7900,cao
2020-04-27,2020,4,4000,7500,cao
2020-04-28,2020,4,3800,7500,cao
2020-04-29,2020,4,3800,7100,cao
2020-04-30,2020,4,3700,6800,cao
2020-05-01,2020,5,3800,7200,cao
2020-05-02,2020,5,4000,7500,cao
2020-05-03,2020,5,4100,7900,cao
2020-05-04,2020,5,4400,8000,cao
2020-05-05,2020,5,4600,7800,cao
2020-05-06,2020,5,4400,7900,cao
2020-05-07,2020,5,4500,7700,cao
2020-05-08,2020,5,4300,7700,cao
2020-05-09,2020,5,4400,7900,cao
2020-05-10,2020,5,4300,7700,cao
2020-05-11,2020,5,4000,8100,cao
2020-05-12,2020,5,4200,7900,cao
2020-05-13,2020,5,4300,7900,cao
2020-05-14,2020,5,4200,7500,cao
2020-05-15,2020,5,4000,7500,cao
2020-05-16,2020,5,3800,7700,cao
2020-05-17,2020,5,3700,7500,cao
2020-05-18,2020,5,4000,7100,cao
2020-05-19,2020,5,3700,6900,cao
2020-05-20,2020,5,3900,7300,cao
2020-05-21,2020,5,4100,7100,cao
2020-05-22,2020,5,3800,6900,cao
2020-05-23,2020,5,3900,6700,cao
2020-05-24,2020,5,4200,6700,cao
2020-05-25,2020,5,4200,6900,cao
2020-05-26,2020,5,4300,6500,cao
2020-05-27,2020,5,4500,6900,cao
2020-05-28,2020,5,4600,6700,cao
2020-05-29,2020,5,4500,6800,cao
2020-05-30,2020,5,4400,6500,cao
2020-05-31,2020,5,4400,6700,cao
2020-06-01,2020,6,4600,7100,cao
2020-06-02,2020,6,4700,7200,cao
2020-06-03,2020,6,4900,7100,cao
2020-06-04,2020,6,4800,6800,cao
2020-06-05,2020,6,4800,6800,cao
2020-06-06,2020,6,4800,7200,cao
2020-06-07,2020,6,4500,7400,cao
2020-06-08,2020,6,4600,7500,cao
2020-06-09,2020,6,4700,7300,cao
2020-06-10,2020,6,4800,6900,cao
2020-06-11,2020,6,5000,6800,cao
2020-06-12,2020,6,5000,6600,cao
2020-06-13,2020,6,4800,6400,cao
2020-06-14,2020,6,4700,6300,cao
2020-06-15,2020,6,4800,6000,cao
2020-06-16,2020,6,4700,5700,cao
2020-06-17,2020,6,4600,5600,cao
2020-06-18,2020,6,4200,5300,cao
2020-06-19,2020,6,4300,5500,cao
2020-06-20,2020,6,4400,5300,cao
2020-06-21,2020,6,4300,5600,cao
2020-06-22,2020,6,4100,5800,cao
2020-06-23,2020,6,4000,6000,cao
2020-06-24,2020,6,3800,5800,cao
2020-06-25,2020,6,3700,5900,cao
2020-06-26,2020,6,3500,5600,cao
2020-06-27,2020,6,3500,6000,cao
2020-06-28,2020,6,3200,6100,cao
2020-06-29,2020,6,3500,6100,cao
2020-06-30,2020,6,3400,6500,cao
2020-07-01,2020,7,3700,6600,cao
2020-07-02,2020,7,3600,6400,cao
2020-07-03,2020,7,3700,6600,cao
2020-07-04,2020,7,3700,6900,cao
2020-07-05,2020,7,3900,6800,cao
2020-07-06,2020,7,3800,6700,cao
2020-07-07,2020,7,4100,7000,cao
2020-07-08,2020,7,3800,7200,cao
2020-07-09,2020,7,3800,7100,cao
2020-07-10,2020,7,3800,7400,cao
2020-07-11,2020,7,4000,7700,cao
2020-07-12,2020,7,3800,7400,cao
2020-07-13,2020,7,4000,7300,cao
2020-07-14,2020,7,3800,7500,cao
2020-07-15,2020,7,3600,7400,cao
2020-07-16,2020,7,3400,7100,cao
2020-07-17,2020,7,3200,7100,cao
2020-07-18,2020,7,3400,7400,cao
2020-07-19,2020,7,3300,7300,cao
2020-07-20,2020,7,3100,7300,cao
2020-07-21,2020,7,3200,7600,cao
2020-07-22,2020,7,3300,7700,cao
2020-07-23,2020,7,3400,7500,cao
2020-07-24,2020,7,3600,7700,cao
2020-07-25,2020,7,3300,7400,cao
2020-07-26,2020,7,3500,7000,cao
2020-07-27,2020,7,3700,7100,cao
2020-07-28,2020,7,3800,7300,cao
2020-07-29,2020,7,3700,7400,cao
2020-07-30,2020,7,3700,7200,cao
2020-07-31,2020,7,3700,6900,cao
2020-08-01,2020,8,3700,6800,cao
2020-08-02,2020,8,3700,7100,cao
2020-08-03,2020,8,3600,7500,cao
2020-08-04,2020,8,3700,7400,cao
2020-08-05,2020,8,3900,7300,cao
2020-08-06,2020,8,4000,7100,cao
2020-08-07,2020,8,4100,6700,cao
2020-08-08,2020,8,4100,6600,cao
2020-08-09,2020,8,4300,7000,cao
2020-08-10,2020,8,4400,7400,cao
2020-08-11,2020,8,4400,7200,cao
2020-08-12,2020,8,4500,7100,cao
2020-08-13,2020,8,4600,7300,cao
2020-08-14,2020,8,4500,7100,cao
2020-08-15,2020,8,4300,6800,cao
2020-08-16,2020,8,4500,6400,cao
2020-08-17,2020,8,4500,6800,cao
2020-08-18,2020,8,4500,7100,cao
2020-08-19,2020,8,4700,6800,cao
2020-08-20,2020,8,4800,6900,cao
2020-08-21,2020,8,4700,6500,cao
2020-08-22,2020,8,4700,6900,cao
2020-08-23,2020,8,4800,7100,cao
2020-08-24,2020,8,5000,7200,cao
2020-08-25,2020,8,4900,6900,cao
2020-08-26,2020,8,4900,6900,cao
2020-08-27,2020,8,4900,6700,cao
2020-08-28,2020,8,4700,6700,cao
2020-08-29,2020,8,4700,6400,cao
2020-08-30,2020,8,4800,6100,cao
2020-08-31,2020,8,4800,6200,cao
2020-09-01,2020,9,4800,6300,cao
2020-09-02,2020,9,4500,6500,cao
2020-09-03,2020,9,4300,6600,cao
2020-09-04,2020,9,4500,6300,cao
2020-09-05,2020,9,4200,6400,cao
2020-09-06,2020,9,4500,6400,cao
2020-09-07,2020,9,4400,6800,cao
2020-09-08,2020,9,4700,6800,cao
2020-09-09,2020,9,4600,6900,cao
2020-09-10,2020,9,4900,6800,cao
2020-09-11,2020,9,4600,7100,cao
2020-09-12,2020,9,4400,7300,cao
2020-09-13,2020,9,4200,7200,cao
2020-09-14,2020,9,4000,7000,cao
2020-09-15,2020,9,3900,6700,cao
2020-09-16,2020,9,4000,6700,cao
2020-09-17,2020,9,4300,6900,cao
2020-09-18,2020,9,4400,7200,cao
2020-09-19,2020,9,4100,7600,cao
2020-09-20,2020,9,4200,7200,cao
2020-09-21,2020,9,4200,6900,cao
2020-09-22,2020,9,4100,6700,cao
2020-09-23,2020,9,3800,6600,cao
2020-09-24,2020,9,3500,7000,cao
2020-09-25,2020,9,3400,7200,cao
2020-09-26,2020,9,3500,7500,cao
2020-09-27,2020,9,3800,7300,cao
2020-09-28,2020,9,3700,7500,cao
2020-09-29,2020,9,3700,7700,cao
2020-09-30,2020,9,3400,7700,cao
2020-10-01,2020,10,3400,7900,thap_vu
2020-10-02,2020,10,3700,8100,thap_vu
2020-10-03,2020,10,3800,7800,thap_vu
2020-10-04,2020,10,3800,7700,thap_vu
2020-10-05,2020,10,4100,7900,thap_vu
2020-10-06,2020,10,4300,7800,thap_vu
2020-10-07,2020,10,4100,8000,thap_vu
2020-10-08,2020,10,3800,8200,thap_vu
2020-10-09,2020,10,4000,8600,thap_vu
2020-10-10,2020,10,4200,8600,thap_vu
2020-10-11,2020,10,4400,8700,thap_vu
2020-10-12,2020,10,4600,8900,thap_vu
2020-10-13,2020,10,4800,8600,thap_vu
2020-10-14,2020,10,4900,8900,thap_vu
2020-10-15,2020,10,5000,9300,thap_vu
2020-10-16,2020,10,4900,9000,thap_vu
2020-10-17,2020,10,4900,9300,thap_vu
2020-10-18,2020,10,4800,9000,thap_vu
2020-10-19,2020,10,4800,9200,thap_vu
2020-10-20,2020,10,4700,8900,thap_vu
2020-10-21,2020,10,4500,8700,thap_vu
2020-10-22,2020,10,4700,8300,thap_vu
2020-10-23,2020,10,4600,8200,thap_vu
2020-10-24,2020,10,4500,7800,thap_vu
2020-10-25,2020,10,4400,7500,thap_vu
2020-10-26,2020,10,4400,7200,thap_vu
2020-10-27,2020,10,4200,7400,thap_vu
2020-10-28,2020,10,4100,7300,thap_vu
2020-10-29,2020,10,3800,7300,thap_vu
2020-10-30,2020,10,3800,7300,thap_vu
2020-10-31,2020,10,3600,7100,thap_vu
2020-11-01,2020,11,3800,7400,thap_vu
2020-11-02,2020,11,3800,7600,thap_vu
2020-11-03,2020,11,3800,7900,thap_vu
2020-11-04,2020,11,4000,8200,thap_vu
2020-11-05,2020,11,4200,8100,thap_vu
2020-11-06,2020,11,3900,7900,thap_vu
2020-11-07,2020,11,3800,8100,thap_vu
2020-11-08,2020,11,3900,8000,thap_vu
2020-11-09,2020,11,4100,7800,thap_vu
2020-11-10,2020,11,4000,8100,thap_vu
2020-11-11,2020,11,3800,8400,thap_vu
2020-11-12,2020,11,4000,8500,thap_vu
2020-11-13,2020,11,4300,8600,thap_vu
2020-11-14,2020,11,4100,8300,thap_vu
2020-11-15,2020,11,4100,8400,thap_vu
2020-11-16,2020,11,4000,8200,thap_vu
2020-11-17,2020,11,4000,8200,thap_vu
2020-11-18,2020,11,3800,8100,thap_vu
2020-11-19,2020,11,3800,7900,thap_vu
2020-11-20,2020,11,3600,8200,thap_vu
2020-11-21,2020,11,3800,7900,thap_vu
2020-11-22,2020,11,3800,7700,thap_vu
2020-11-23,2020,11,3800,8100,thap_vu
2020-11-24,2020,11,3800,8300,thap_vu
2020-11-25,2020,11,3900,8100,thap_vu
2020-11-26,2020,11,3700,8300,thap_vu
2020-11-27,2020,11,3900,8400,thap_vu
2020-11-28,2020,11,4200,8100,thap_vu
2020-11-29,2020,11,4300,8500,thap_vu
2020-11-30,2020,11,4100,8300,thap_vu
2020-12-01,2020,12,4300,8600,thap_vu
2020-12-02,2020,12,4600,8600,thap_vu
2020-12-03,2020,12,4300,8600,thap_vu
2020-12-04,2020,12,4000,8700,thap_vu
2020-12-05,2020,12,3800,8700,thap_vu
2020-12-06,2020,12,4000,8700,thap_vu
2020-12-07,2020,12,4300,8500,thap_vu
2020-12-08,2020,12,4500,8400,thap_vu
2020-12-09,2020,12,4300,8200,thap_vu
2020-12-10,2020,12,4500,8200,thap_vu
2020-12-11,2020,12,4300,8000,thap_vu
2020-12-12,2020,12,4200,7700,thap_vu
2020-12-13,2020,12,4000,8100,thap_vu
2020-12-14,2020,12,4200,8200,thap_vu
2020-12-15,2020,12,4200,7900,thap_vu
2020-12-16,2020,12,4100,7600,thap_vu
2020-12-17,2020,12,4300,7600,thap_vu
2020-12-18,2020,12,4100,7900,thap_vu
2020-12-19,2020,12,4400,7700,thap_vu
2020-12-20,2020,12,4700,8000,thap_vu
2020-12-21,2020,12,4800,7900,thap_vu
2020-12-22,2020,12,4900,8000,thap_vu
2020-12-23,2020,12,4700,8100,thap_vu
2020-12-24,2020,12,4500,8000,thap_vu
2020-12-25,2020,12,4800,7700,thap_vu
2020-12-26,2020,12,5000,7500,thap_vu
2020-12-27,2020,12,5100,7200,thap_vu
2020-12-28,2020,12,5000,7300,thap_vu
2020-12-29,2020,12,4900,7700,thap_vu
2020-12-30,2020,12,4900,8000,thap_vu
2020-12-31,2020,12,4800,7600,thap_vu
2021-01-01,2021,1,4900,7400,thap_vu
2021-01-02,2021,1,4800,7700,thap_vu
2021-01-03,2021,1,5100,7500,thap_vu
2021-01-04,2021,1,5300,7500,thap_vu
2021-01-05,2021,1,5300,7400,thap_vu
2021-01-06,2021,1,5000,7700,thap_vu
2021-01-07,2021,1,5300,7500,thap_vu
2021-01-08,2021,1,5500,7400,thap_vu
2021-01-09,2021,1,5500,7300,thap_vu
2021-01-10,2021,1,5800,7400,thap_vu
2021-01-11,2021,1,5500,7300,thap_vu
2021-01-12,2021,1,5800,7300,thap_vu
2021-01-13,2021,1,6100,7800,thap_vu
2021-01-14,2021,1,5900,8000,thap_vu
2021-01-15,2021,1,5700,8300,thap_vu
2021-01-16,2021,1,5700,8100,thap_vu
2021-01-17,2021,1,6000,8500,thap_vu
2021-01-18,2021,1,5700,9000,thap_vu
2021-01-19,2021,1,5600,9000,thap_vu
2021-01-20,2021,1,5600,8800,thap_vu
2021-01-21,2021,1,5500,8600,thap_vu
2021-01-22,2021,1,5500,8600,thap_vu
2021-01-23,2021,1,5400,9000,thap_vu
2021-01-24,2021,1,5600,8900,thap_vu
2021-01-25,2021,1,5600,9000,thap_vu
2021-01-26,2021,1,5700,9100,thap_vu
2021-01-27,2021,1,5900,9400,thap_vu
2021-01-28,2021,1,6200,9100,thap_vu
2021-01-29,2021,1,6400,8900,thap_vu
2021-01-30,2021,1,6700,9200,thap_vu
2021-01-31,2021,1,6900,9700,thap_vu
2021-02-01,2021,2,7000,9400,thap_vu
2021-02-02,2021,2,7100,9400,thap_vu
2021-02-03,2021,2,7000,9700,thap_vu
2021-02-04,2021,2,7200,10000,thap_vu
2021-02-05,2021,2,6900,9700,thap_vu
2021-02-06,2021,2,6700,9600,thap_vu
2021-02-07,2021,2,6800,9500,thap_vu
2021-02-08,2021,2,6900,9700,thap_vu
2021-02-09,2021,2,7100,9400,thap_vu
2021-02-10,2021,2,6800,9700,thap_vu
2021-02-11,2021,2,6800,10100,thap_vu
2021-02-12,2021,2,6900,10100,thap_vu
2021-02-13,2021,2,6900,10500,thap_vu
2021-02-14,2021,2,6900,10300,thap_vu
2021-02-15,2021,2,6900,10700,thap_vu
2021-02-16,2021,2,6800,10800,thap_vu
2021-02-17,2021,2,7000,11000,thap_vu
2021-02-18,2021,2,6700,11100,thap_vu
2021-02-19,2021,2,6500,11100,thap_vu
2021-02-20,2021,2,6700,11000,thap_vu
2021-02-21,2021,2,6400,10900,thap_vu
2021-02-22,2021,2,6400,11100,thap_vu
2021-02-23,2021,2,6600,10800,thap_vu
2021-02-24,2021,2,6600,10500,thap_vu
2021-02-25,2021,2,6800,10700,thap_vu
2021-02-26,2021,2,6900,10500,thap_vu
2021-02-27,2021,2,7000,10400,thap_vu
2021-02-28,2021,2,6800,10200,thap_vu
2021-03-01,2021,3,6500,10400,thap_vu
2021-03-02,2021,3,6600,10600,thap_vu
2021-03-03,2021,3,6600,10800,thap_vu
2021-03-04,2021,3,6400,11000,thap_vu
2021-03-05,2021,3,6600,11000,thap_vu
2021-03-06,2021,3,6500,10800,thap_vu
2021-03-07,2021,3,6300,10900,thap_vu
2021-03-08,2021,3,6100,11200,thap_vu
2021-03-09,2021,3,6200,10800,thap_vu
2021-03-10,2021,3,6400,10600,thap_vu
2021-03-11,2021,3,6200,10300,thap_vu
2021-03-12,2021,3,6100,10100,thap_vu
2021-03-13,2021,3,5900,9900,thap_vu
2021-03-14,2021,3,6100,9800,thap_vu
2021-03-15,2021,3,5900,9800,thap_vu
2021-03-16,2021,3,5800,9900,thap_vu
2021-03-17,2021,3,6000,10100,thap_vu
2021-03-18,2021,3,6100,9900,thap_vu
2021-03-19,2021,3,6300,9800,thap_vu
2021-03-20,2021,3,6000,9800,thap_vu
2021-03-21,2021,3,6000,9900,thap_vu
2021-03-22,2021,3,5700,10100,thap_vu
2021-03-23,2021,3,5900,9900,thap_vu
2021-03-24,2021,3,6200,9900,thap_vu
2021-03-25,2021,3,6000,9600,thap_vu
2021-03-26,2021,3,6100,9500,thap_vu
2021-03-27,2021,3,6000,9900,thap_vu
2021-03-28,2021,3,6000,9600,thap_vu
2021-03-29,2021,3,6100,9400,thap_vu
2021-03-30,2021,3,5800,9400,thap_vu
2021-03-31,2021,3,6000,9500,thap_vu
2021-04-01,2021,4,6200,9100,cao
2021-04-02,2021,4,6300,8900,cao
2021-04-03,2021,4,6200,9000,cao
2021-04-04,2021,4,6100,9200,cao
2021-04-05,2021,4,6200,9300,cao
2021-04-06,2021,4,6200,9200,cao
2021-04-07,2021,4,6300,9400,cao
2021-04-08,2021,4,6300,9100,cao
2021-04-09,2021,4,6500,9000,cao
2021-04-10,2021,4,6400,9300,cao
2021-04-11,2021,4,6700,9000,cao
2021-04-12,2021,4,6500,9000,cao
2021-04-13,2021,4,6400,9400,cao
2021-04-14,2021,4,6100,9700,cao
2021-04-15,2021,4,6000,10000,cao
2021-04-16,2021,4,6000,9900,cao
2021-04-17,2021,4,5900,10100,cao
2021-04-18,2021,4,5900,9800,cao
2021-04-19,2021,4,5800,10100,cao
2021-04-20,2021,4,5600,10100,cao
2021-04-21,2021,4,5900,10400,cao
2021-04-22,2021,4,5900,10300,cao
2021-04-23,2021,4,6100,9900,cao
2021-04-24,2021,4,5800,9700,cao
2021-04-25,2021,4,5700,9600,cao
2021-04-26,2021,4,5500,10000,cao
2021-04-27,2021,4,5700,10200,cao
2021-04-28,2021,4,5600,9900,cao
2021-04-29,2021,4,5400,10200,cao
2021-04-30,2021,4,5200,10500,cao
2021-05-01,2021,5,5000,10300,cao
2021-05-02,2021,5,5000,10200,cao
2021-05-03,2021,5,4900,10500,cao
2021-05-04,2021,5,5000,10700,cao
2021-05-05,2021,5,5100,11000,cao
2021-05-06,2021,5,5100,10900,cao
2021-05-07,2021,5,5100,11000,cao
2021-05-08,2021,5,5100,10700,cao
2021-05-09,2021,5,5000,10300,cao
2021-05-10,2021,5,5000,9900,cao
2021-05-11,2021,5,4700,9800,cao
2021-05-12,2021,5,4700,9900,cao
2021-05-13,2021,5,4900,9700,cao
2021-05-14,2021,5,5100,9900,cao
2021-05-15,2021,5,4900,10200,cao
2021-05-16,2021,5,5000,9900,cao
2021-05-17,2021,5,4700,9700,cao
2021-05-18,2021,5,4700,9500,cao
2021-05-19,2021,5,4700,9100,cao
2021-05-20,2021,5,4400,9300,cao
2021-05-21,2021,5,4700,9500,cao
2021-05-22,2021,5,4500,9600,cao
2021-05-23,2021,5,4800,9900,cao
2021-05-24,2021,5,4800,9600,cao
2021-05-25,2021,5,4600,9200,cao
2021-05-26,2021,5,4400,9500,cao
2021-05-27,2021,5,4300,9300,cao
2021-05-28,2021,5,4100,9300,cao
2021-05-29,2021,5,4200,9100,cao
2021-05-30,2021,5,4200,9000,cao
2021-05-31,2021,5,4300,9300,cao
2021-06-01,2021,6,4400,9500,cao
2021-06-02,2021,6,4600,9500,cao
2021-06-03,2021,6,4800,9700,cao
2021-06-04,2021,6,4700,9700,cao
2021-06-05,2021,6,4400,9400,cao
2021-06-06,2021,6,4500,9200,cao
2021-06-07,2021,6,4800,9100,cao
2021-06-08,2021,6,4600,9300,cao
2021-06-09,2021,6,4700,9200,cao
2021-06-10,2021,6,4600,8800,cao
2021-06-11,2021,6,4800,9100,cao
2021-06-12,2021,6,4800,9100,cao
2021-06-13,2021,6,4900,9400,cao
2021-06-14,2021,6,5100,9300,cao
2021-06-15,2021,6,4900,9000,cao
2021-06-16,2021,6,5200,8900,cao
2021-06-17,2021,6,5100,8800,cao
2021-06-18,2021,6,5100,9100,cao
2021-06-19,2021,6,5000,9400,cao
2021-06-20,2021,6,5200,9000,cao
2021-06-21,2021,6,4900,9200,cao
2021-06-22,2021,6,5100,9100,cao
2021-06-23,2021,6,5100,9000,cao
2021-06-24,2021,6,5300,9300,cao
2021-06-25,2021,6,5300,8900,cao
2021-06-26,2021,6,5100,8800,cao
2021-06-27,2021,6,4900,8500,cao
2021-06-28,2021,6,5100,8900,cao
2021-06-29,2021,6,4900,9100,cao
2021-06-30,2021,6,4600,9000,cao
2021-07-01,2021,7,4500,8700,cao
2021-07-02,2021,7,4200,9000,cao
2021-07-03,2021,7,4500,8900,cao
2021-07-04,2021,7,4500,8900,cao
2021-07-05,2021,7,4400,9100,cao
2021-07-06,2021,7,4300,8700,cao
2021-07-07,2021,7,4300,8900,cao
2021-07-08,2021,7,4600,8500,cao
2021-07-09,2021,7,4800,8200,cao
2021-07-10,2021,7,4800,8200,cao
2021-07-11,2021,7,4700,8200,cao
2021-07-12,2021,7,4900,8000,cao
2021-07-13,2021,7,5100,8000,cao
2021-07-14,2021,7,4900,7700,cao
2021-07-15,2021,7,5000,7400,cao
2021-07-16,2021,7,4800,7800,cao
2021-07-17,2021,7,4900,7700,cao
2021-07-18,2021,7,4600,7700,cao
2021-07-19,2021,7,4600,7300,cao
2021-07-20,2021,7,4700,7500,cao
2021-07-21,2021,7,4600,7600,cao
2021-07-22,2021,7,4500,7800,cao
2021-07-23,2021,7,4300,7400,cao
2021-07-24,2021,7,4100,7100,cao
2021-07-25,2021,7,4200,7100,cao
2021-07-26,2021,7,4400,6900,cao
2021-07-27,2021,7,4300,6800,cao
2021-07-28,2021,7,4100,6800,cao
2021-07-29,2021,7,3900,7200,cao
2021-07-30,2021,7,3700,7000,cao
2021-07-31,2021,7,3400,7000,cao
2021-08-01,2021,8,3300,6700,cao
2021-08-02,2021,8,3400,7100,cao
2021-08-03,2021,8,3300,6800,cao
2021-08-04,2021,8,3600,7100,cao
2021-08-05,2021,8,3400,6900,cao
2021-08-06,2021,8,3400,7100,cao
2021-08-07,2021,8,3400,7000,cao
2021-08-08,2021,8,3600,7400,cao
2021-08-09,2021,8,3800,7500,cao
2021-08-10,2021,8,4000,7100,cao
2021-08-11,2021,8,4100,6900,cao
2021-08-12,2021,8,4200,7300,cao
2021-08-13,2021,8,4000,7700,cao
2021-08-14,2021,8,4300,7900,cao
2021-08-15,2021,8,4500,7900,cao
2021-08-16,2021,8,4800,7900,cao
2021-08-17,2021,8,4600,7500,cao
2021-08-18,2021,8,4700,7500,cao
2021-08-19,2021,8,4900,7400,cao
2021-08-20,2021,8,4900,7400,cao
2021-08-21,2021,8,5000,7500,cao
2021-08-22,2021,8,5200,7200,cao
2021-08-23,2021,8,5200,6800,cao
2021-08-24,2021,8,5300,6500,cao
2021-08-25,2021,8,5100,6800,cao
2021-08-26,2021,8,4900,6600,cao
2021-08-27,2021,8,4700,6700,cao
2021-08-28,2021,8,4600,6600,cao
2021-08-29,2021,8,4600,7100,cao
2021-08-30,2021,8,4400,7000,cao
2021-08-31,2021,8,4300,7100,cao
2021-09-01,2021,9,4100,7200,cao
2021-09-02,2021,9,4200,7300,cao
2021-09-03,2021,9,4400,7300,cao
2021-09-04,2021,9,4300,7700,cao
2021-09-05,2021,9,4300,7700,cao
2021-09-06,2021,9,4300,8100,cao
2021-09-07,2021,9,4400,8000,cao
2021-09-08,2021,9,4200,8000,cao
2021-09-09,2021,9,4300,8000,cao
2021-09-10,2021,9,4500,8300,cao
2021-09-11,2021,9,4200,8600,cao
2021-09-12,2021,9,4000,8400,cao
2021-09-13,2021,9,3800,8600,cao
2021-09-14,2021,9,3500,8400,cao
2021-09-15,2021,9,3500,8200,cao
2021-09-16,2021,9,3500,8100,cao
2021-09-17,2021,9,3500,8300,cao
2021-09-18,2021,9,3600,8000,cao
2021-09-19,2021,9,3600,8300,cao
2021-09-20,2021,9,3400,8200,cao
2021-09-21,2021,9,3600,8300,cao
2021-09-22,2021,9,3900,8400,cao
2021-09-23,2021,9,3700,8700,cao
2021-09-24,2021,9,3900,8700,cao
2021-09-25,2021,9,4000,9100,cao
2021-09-26,2021,9,3900,9300,cao
2021-09-27,2021,9,3900,8900,cao
2021-09-28,2021,9,3600,8700,cao
2021-09-29,2021,9,3700,8400,cao
2021-09-30,2021,9,3700,8600,cao
2021-10-01,2021,10,3700,8900,thap_vu
2021-10-02,2021,10,3800,8800,thap_vu
2021-10-03,2021,10,3800,9000,thap_vu
2021-10-04,2021,10,4000,8900,thap_vu
2021-10-05,2021,10,4000,9300,thap_vu
2021-10-06,2021,10,4000,9400,thap_vu
2021-10-07,2021,10,4200,9400,thap_vu
2021-10-08,2021,10,4500,9300,thap_vu
2021-10-09,2021,10,4200,9600,thap_vu
2021-10-10,2021,10,4000,10000,thap_vu
2021-10-11,2021,10,4300,10200,thap_vu
2021-10-12,2021,10,4600,10000,thap_vu
2021-10-13,2021,10,4500,9600,thap_vu
2021-10-14,2021,10,4800,9300,thap_vu
2021-10-15,2021,10,5000,9700,thap_vu
2021-10-16,2021,10,4900,10100,thap_vu
2021-10-17,2021,10,4800,10000,thap_vu
